neighborhood,year,n_permits,permits_per_sm
Jefferson Park,2007,4,39.45967250717851
Jefferson Park,2008,1,9.864918126794628
Jefferson Park,2009,2,19.729836253589255
Jefferson Park,2010,0,0
Jefferson Park,2011,0,0
Jefferson Park,2012,0,0
Jefferson Park,2013,3,29.594754380383883
Jefferson Park,2014,1,9.864918126794628
Jefferson Park,2015,1,9.864918126794628
Jefferson Park,2016,1,9.864918126794628
Jefferson Park,2017,1,9.864918126794628
Jefferson Park,2018,4,39.45967250717851
Jefferson Park,2019,1,9.864918126794628
Jefferson Park,2020,2,19.729836253589255
Jefferson Park,2021,2,19.729836253589255
Kenwood,2006,0,0
Kenwood,2007,2,13.269561979030584
Kenwood,2008,0,0
Kenwood,2009,0,0
Kenwood,2010,0,0
Kenwood,2011,1,6.634780989515292
Kenwood,2012,0,0
Kenwood,2013,0,0
Kenwood,2014,1,6.634780989515292
Kenwood,2015,3,19.904342968545876
Kenwood,2016,0,0
Kenwood,2017,0,0
Kenwood,2018,1,6.634780989515292
Kenwood,2019,0,0
Kenwood,2020,0,0
Kenwood,2021,0,0
Kilbourn Park,2006,0,0
Kilbourn Park,2007,0,0
Kilbourn Park,2008,0,0
Kilbourn Park,2009,0,0
Kilbourn Park,2010,0,0
Kilbourn Park,2011,0,0
Kilbourn Park,2012,0,0
Kilbourn Park,2013,0,0
Kilbourn Park,2014,1,173.59736201950395
Kilbourn Park,2015,0,0
Kilbourn Park,2016,0,0
Kilbourn Park,2017,0,0
Kilbourn Park,2018,1,173.59736201950395
Kilbourn Park,2019,2,347.1947240390079
Kilbourn Park,2020,1,173.59736201950395
Kilbourn Park,2021,2,347.1947240390079
Lake Meadows,2006,0,0
Lake Meadows,2007,0,0
Lake Meadows,2008,0,0
Lake Meadows,2009,0,0
Lake Meadows,2010,0,0
Lake Meadows,2011,0,0
Lake Meadows,2012,0,0
Lake Meadows,2013,0,0
Lake Meadows,2014,0,0
Lake Meadows,2015,0,0
Lake Meadows,2016,0,0
Lake Meadows,2017,3,170.99029603818173
Lake Meadows,2018,0,0
Lake Meadows,2019,0,0
Lake Meadows,2020,0,0
Lake Meadows,2021,0,0
Lake View,2006,55,112.56604412289049
Lake View,2007,29,59.353005082978626
Lake View,2008,16,32.74648556302269
Lake View,2009,5,10.23327673844459
Lake View,2010,8,16.373242781511344
Lake View,2011,14,28.653174867644854
Lake View,2012,13,26.606519519955935
Lake View,2013,25,51.16638369222295
Lake View,2014,25,51.16638369222295
Lake View,2015,18,36.839796258400526
Lake View,2016,13,26.606519519955935
Lake View,2017,12,24.559864172267016
Lake View,2018,11,22.513208824578097
Lake View,2019,15,30.69983021533377
Lake View,2020,12,24.559864172267016
Lake View,2021,8,16.373242781511344
Lake View East,2006,9,24.305836228792042
Lake View East,2007,9,24.305836228792042
Lake View East,2008,11,29.707133168523608
Lake View East,2009,3,8.101945409597349
Lake View East,2010,6,16.203890819194697
Lake View East,2011,4,10.802593879463132
Lake View East,2012,3,8.101945409597349
Lake View East,2013,3,8.101945409597349
Lake View East,2014,5,13.503242349328913
Lake View East,2015,8,21.605187758926263
Lake View East,2016,9,24.305836228792042
Lake View East,2017,2,5.401296939731566
Lake View East,2018,7,18.90453928906048
Lake View East,2019,2,5.401296939731566
Lake View East,2020,5,13.503242349328913
Lake View East,2021,4,10.802593879463132
Lathrop Homes,2006,4,112.7970120968537
Lathrop Homes,2007,3,84.59775907264029
Lathrop Homes,2008,2,56.39850604842685
Lathrop Homes,2009,1,28.199253024213426
Lathrop Homes,2010,0,0
Lathrop Homes,2011,0,0
Lathrop Homes,2012,1,28.199253024213426
Lathrop Homes,2013,0,0
Lathrop Homes,2014,1,28.199253024213426
Lathrop Homes,2015,2,56.39850604842685
Lathrop Homes,2016,1,28.199253024213426
Lathrop Homes,2017,3,84.59775907264029
Lathrop Homes,2018,1,28.199253024213426
Lathrop Homes,2019,1,28.199253024213426
Lathrop Homes,2020,2,56.39850604842685
Lathrop Homes,2021,1,28.199253024213426
Lawndale,2006,116,80.07090821822632
Lawndale,2007,74,51.07971731162714
Lawndale,2008,47,32.442523157384805
Lawndale,2009,7,4.831865151099865
Lawndale,2010,4,2.761065800628494
Lawndale,2011,0,0
Lawndale,2012,0,0
Lawndale,2013,3,2.0707993504713706
Lawndale,2014,0,0
Lawndale,2015,2,1.380532900314247
Lawndale,2016,2,1.380532900314247
Lawndale,2017,0,0
Lawndale,2018,2,1.380532900314247
Lawndale,2019,2,1.380532900314247
Lawndale,2020,4,2.761065800628494
Lawndale,2021,5,3.4513322507856175
LeClaire Courts,2006,4,2383.2578634894217
LeClaire Courts,2007,0,0
LeClaire Courts,2008,0,0
LeClaire Courts,2009,0,0
LeClaire Courts,2010,0,0
LeClaire Courts,2011,0,0
LeClaire Courts,2012,0,0
LeClaire Courts,2013,0,0
LeClaire Courts,2014,0,0
LeClaire Courts,2015,0,0
LeClaire Courts,2016,0,0
LeClaire Courts,2017,0,0
LeClaire Courts,2018,0,0
LeClaire Courts,2019,0,0
LeClaire Courts,2020,0,0
LeClaire Courts,2021,0,0
Lincoln Park,2006,13,42.15262946509404
Lincoln Park,2007,11,35.667609547387265
Lincoln Park,2008,13,42.15262946509404
Lincoln Park,2009,5,16.212549794266938
Lincoln Park,2010,6,19.455059753120324
Lincoln Park,2011,8,25.9400796708271
Lincoln Park,2012,11,35.667609547387265
Lincoln Park,2013,13,42.15262946509404
Lincoln Park,2014,15,48.63764938280081
Lincoln Park,2015,15,48.63764938280081
Lincoln Park,2016,13,42.15262946509404
Lincoln Park,2017,13,42.15262946509404
Lincoln Park,2018,15,48.63764938280081
Lincoln Park,2019,7,22.697569711973713
Lincoln Park,2020,7,22.697569711973713
Lincoln Park,2021,11,35.667609547387265
Lincoln Square,2006,0,0
Lincoln Square,2007,0,0
Lincoln Square,2008,0,0
Lincoln Square,2009,0,0
Lincoln Square,2010,0,0
Lincoln Square,2011,0,0
Lincoln Square,2012,1,155.1282607433999
Lincoln Square,2013,0,0
Lincoln Square,2014,0,0
Lincoln Square,2015,0,0
Lincoln Square,2016,0,0
Lincoln Square,2017,1,155.1282607433999
Lincoln Square,2018,0,0
Lincoln Square,2019,0,0
Lincoln Square,2020,0,0
Lincoln Square,2021,1,155.1282607433999
Little Village,2006,10,12.100172207959114
Little Village,2007,8,9.680137766367292
Little Village,2008,4,4.840068883183646
Little Village,2009,0,0
Little Village,2010,0,0
Little Village,2011,1,1.2100172207959115
Little Village,2012,1,1.2100172207959115
Little Village,2013,1,1.2100172207959115
Little Village,2014,1,1.2100172207959115
Little Village,2015,4,4.840068883183646
Little Village,2016,2,2.420034441591823
Little Village,2017,1,1.2100172207959115
Little Village,2018,0,0
Little Village,2019,0,0
Little Village,2020,2,2.420034441591823
Little Village,2021,2,2.420034441591823
Logan Square,2006,4,24.565277918460357
Logan Square,2007,3,18.42395843884527
Logan Square,2008,2,12.282638959230178
Logan Square,2009,1,6.141319479615089
Logan Square,2010,0,0
Logan Square,2011,0,0
Logan Square,2012,2,12.282638959230178
Logan Square,2013,5,30.70659739807545
Logan Square,2014,3,18.42395843884527
Logan Square,2015,7,42.98923635730563
Logan Square,2016,4,24.565277918460357
Logan Square,2017,1,6.141319479615089
Logan Square,2018,4,24.565277918460357
Logan Square,2019,2,12.282638959230178
Logan Square,2020,2,12.282638959230178
Logan Square,2021,2,12.282638959230178
Magnolia Glen,2006,5,80.0353153955524
Magnolia Glen,2007,0,0
Magnolia Glen,2008,0,0
Magnolia Glen,2009,0,0
Magnolia Glen,2010,0,0
Magnolia Glen,2011,0,0
Magnolia Glen,2012,0,0
Magnolia Glen,2013,0,0
Magnolia Glen,2014,0,0
Magnolia Glen,2015,0,0
Magnolia Glen,2016,0,0
Magnolia Glen,2017,1,16.00706307911048
Magnolia Glen,2018,0,0
Magnolia Glen,2019,0,0
Magnolia Glen,2020,0,0
Magnolia Glen,2021,0,0
Margate Park,2006,0,0
Margate Park,2007,0,0
Margate Park,2008,0,0
Margate Park,2009,0,0
Margate Park,2010,0,0
Margate Park,2011,0,0
Margate Park,2012,0,0
Margate Park,2013,1,13.298673281918733
Margate Park,2014,0,0
Margate Park,2015,0,0
Margate Park,2016,0,0
Margate Park,2017,1,13.298673281918733
Margate Park,2018,1,13.298673281918733
Margate Park,2019,0,0
Margate Park,2020,0,0
Margate Park,2021,1,13.298673281918733
Mayfair,2006,0,0
Mayfair,2007,1,84.98810286128662
Mayfair,2008,0,0
Mayfair,2009,0,0
Mayfair,2010,0,0
Mayfair,2011,0,0
Mayfair,2012,0,0
Mayfair,2013,0,0
Mayfair,2014,0,0
Mayfair,2015,0,0
Mayfair,2016,0,0
Mayfair,2017,0,0
Mayfair,2018,0,0
Mayfair,2019,0,0
Mayfair,2020,1,84.98810286128662
Mayfair,2021,0,0
McKinley Park,2006,19,180.45094381289059
McKinley Park,2007,3,28.492254286245885
McKinley Park,2008,2,18.99483619083059
McKinley Park,2009,2,18.99483619083059
McKinley Park,2010,0,0
McKinley Park,2011,1,9.497418095415295
McKinley Park,2012,0,0
McKinley Park,2013,9,85.47676285873764
McKinley Park,2014,5,47.48709047707647
McKinley Park,2015,7,66.48192666790706
McKinley Park,2016,5,47.48709047707647
McKinley Park,2017,1,9.497418095415295
McKinley Park,2018,3,28.492254286245885
McKinley Park,2019,0,0
McKinley Park,2020,2,18.99483619083059
McKinley Park,2021,0,0
Montclare,2006,2,54.3995416525909
Montclare,2007,2,54.3995416525909
Montclare,2008,1,27.19977082629545
Montclare,2009,0,0
Montclare,2010,1,27.19977082629545
Montclare,2011,2,54.3995416525909
Montclare,2012,2,54.3995416525909
Montclare,2013,0,0
Montclare,2014,0,0
Montclare,2015,0,0
Montclare,2016,1,27.19977082629545
Montclare,2017,0,0
Montclare,2018,1,27.19977082629545
Montclare,2019,0,0
Montclare,2020,0,0
Montclare,2021,0,0
Morgan Park,2006,0,0
Morgan Park,2007,1,10.896120121803522
Morgan Park,2008,1,10.896120121803522
Morgan Park,2009,0,0
Morgan Park,2010,0,0
Morgan Park,2011,0,0
Morgan Park,2012,0,0
Morgan Park,2013,0,0
Morgan Park,2014,0,0
Morgan Park,2015,0,0
Morgan Park,2016,0,0
Morgan Park,2017,0,0
Morgan Park,2018,0,0
Morgan Park,2019,0,0
Morgan Park,2020,0,0
Morgan Park,2021,0,0
Mount Greenwood,2006,2,75.43867203660668
Mount Greenwood,2007,0,0
Mount Greenwood,2008,0,0
Mount Greenwood,2009,0,0
Mount Greenwood,2010,0,0
Mount Greenwood,2011,1,37.71933601830334
Mount Greenwood,2012,0,0
Mount Greenwood,2013,0,0
Mount Greenwood,2014,0,0
Mount Greenwood,2015,0,0
Mount Greenwood,2016,0,0
Mount Greenwood,2017,0,0
Mount Greenwood,2018,0,0
Mount Greenwood,2019,0,0
Mount Greenwood,2020,0,0
Mount Greenwood,2021,0,0
Near North,2006,0,0
Near North,2007,1,31.332595986853082
Near North,2008,0,0
Near North,2009,0,0
Near North,2010,0,0
Near North,2011,0,0
Near North,2012,1,31.332595986853082
Near North,2013,3,93.99778796055925
Near North,2014,0,0
Near North,2015,1,31.332595986853082
Near North,2016,0,0
Near North,2017,0,0
Near North,2018,1,31.332595986853082
Near North,2019,0,0
Near North,2020,0,0
Near North,2021,0,0
Near West Side,2006,34,93.21024204890028
Near West Side,2007,6,16.44886624392358
Near West Side,2008,1,2.741477707320597
Near West Side,2009,0,0
Near West Side,2010,0,0
Near West Side,2011,4,10.965910829282388
Near West Side,2012,2,5.482955414641194
Near West Side,2013,1,2.741477707320597
Near West Side,2014,4,10.965910829282388
Near West Side,2015,1,2.741477707320597
Near West Side,2016,8,21.931821658564775
Near West Side,2017,9,24.67329936588537
Near West Side,2018,8,21.931821658564775
Near West Side,2019,8,21.931821658564775
Near West Side,2020,12,32.89773248784716
Near West Side,2021,5,13.707388536602984
Noble Square,2006,12,97.37966022146864
Noble Square,2007,6,48.68983011073432
Noble Square,2008,13,105.49463190659102
Noble Square,2009,2,16.229943370244772
Noble Square,2010,2,16.229943370244772
Noble Square,2011,2,16.229943370244772
Noble Square,2012,5,40.57485842561193
Noble Square,2013,5,40.57485842561193
Noble Square,2014,8,64.91977348097909
Noble Square,2015,3,24.34491505536716
Noble Square,2016,8,64.91977348097909
Noble Square,2017,5,40.57485842561193
Noble Square,2018,13,105.49463190659102
Noble Square,2019,5,40.57485842561193
Noble Square,2020,2,16.229943370244772
Noble Square,2021,1,8.114971685122386
North Center,2006,2,80.13352458668442
North Center,2007,1,40.06676229334221
North Center,2008,1,40.06676229334221
North Center,2009,1,40.06676229334221
North Center,2010,0,0
North Center,2011,0,0
North Center,2012,0,0
North Center,2013,0,0
North Center,2014,3,120.20028688002664
North Center,2015,1,40.06676229334221
North Center,2016,1,40.06676229334221
North Center,2017,6,240.40057376005328
North Center,2018,2,80.13352458668442
North Center,2019,0,0
North Center,2020,0,0
North Center,2021,2,80.13352458668442
North Kenwood,2006,11,56.278586669987156
North Kenwood,2007,7,35.8136460627191
North Kenwood,2008,6,30.697410910902086
North Kenwood,2009,1,5.116235151817015
North Kenwood,2010,3,15.348705455451043
North Kenwood,2011,0,0
North Kenwood,2012,1,5.116235151817015
North Kenwood,2013,0,0
North Kenwood,2014,3,15.348705455451043
North Kenwood,2015,1,5.116235151817015
North Kenwood,2016,12,61.39482182180417
North Kenwood,2017,3,15.348705455451043
North Kenwood,2018,4,20.46494060726806
North Kenwood,2019,3,15.348705455451043
North Kenwood,2020,2,10.23247030363403
North Kenwood,2021,1,5.116235151817015
North Mayfair,2006,0,0
North Mayfair,2007,0,0
North Mayfair,2008,0,0
North Mayfair,2009,0,0
North Mayfair,2010,0,0
North Mayfair,2011,0,0
North Mayfair,2012,0,0
North Mayfair,2013,0,0
North Mayfair,2014,0,0
North Mayfair,2015,0,0
North Mayfair,2016,1,330.54713734009596
North Mayfair,2017,0,0
North Mayfair,2018,1,330.54713734009596
North Mayfair,2019,0,0
North Mayfair,2020,0,0
North Mayfair,2021,0,0
North Park,2006,1,31.653243319814088
North Park,2007,1,31.653243319814088
North Park,2008,0,0
North Park,2009,0,0
North Park,2010,0,0
North Park,2011,0,0
North Park,2012,0,0
North Park,2013,0,0
North Park,2014,1,31.653243319814088
North Park,2015,0,0
North Park,2016,0,0
North Park,2017,0,0
North Park,2018,1,31.653243319814088
North Park,2019,0,0
North Park,2020,2,63.306486639628176
North Park,2021,2,63.306486639628176
Norwood Park East,2006,0,0
Norwood Park East,2007,0,0
Norwood Park East,2008,0,0
Norwood Park East,2009,0,0
Norwood Park East,2010,0,0
Norwood Park East,2011,0,0
Norwood Park East,2012,0,0
Norwood Park East,2013,0,0
Norwood Park East,2014,0,0
Norwood Park East,2015,0,0
Norwood Park East,2016,1,44.31787605300242
Norwood Park East,2017,1,44.31787605300242
Norwood Park East,2018,1,44.31787605300242
Norwood Park East,2019,1,44.31787605300242
Norwood Park East,2020,0,0
Norwood Park East,2021,1,44.31787605300242
Oakland,2006,12,81.86382739608314
Oakland,2007,1,6.821985616340262
Oakland,2008,1,6.821985616340262
Oakland,2009,0,0
Oakland,2010,0,0
Oakland,2011,0,0
Oakland,2012,0,0
Oakland,2013,1,6.821985616340262
Oakland,2014,3,20.465956849020785
Oakland,2015,4,27.28794246536105
Oakland,2016,2,13.643971232680524
Oakland,2017,1,6.821985616340262
Oakland,2018,0,0
Oakland,2019,4,27.28794246536105
Oakland,2020,1,6.821985616340262
Oakland,2021,2,13.643971232680524
Old Irving Park,2006,0,0
Old Irving Park,2007,0,0
Old Irving Park,2008,0,0
Old Irving Park,2009,0,0
Old Irving Park,2010,0,0
Old Irving Park,2011,0,0
Old Irving Park,2012,0,0
Old Irving Park,2013,0,0
Old Irving Park,2014,0,0
Old Irving Park,2015,0,0
Old Irving Park,2016,1,14.399875027883178
Old Irving Park,2017,0,0
Old Irving Park,2018,0,0
Old Irving Park,2019,0,0
Old Irving Park,2020,3,43.199625083649536
Old Irving Park,2021,3,43.199625083649536
Old Town,2006,7,61.30002185254103
Old Town,2007,3,26.2714379368033
Old Town,2008,2,17.514291957868867
Old Town,2009,0,0
Old Town,2010,5,43.785729894672166
Old Town,2011,1,8.757145978934433
Old Town,2012,1,8.757145978934433
Old Town,2013,3,26.2714379368033
Old Town,2014,2,17.514291957868867
Old Town,2015,3,26.2714379368033
Old Town,2016,7,61.30002185254103
Old Town,2017,5,43.785729894672166
Old Town,2018,3,26.2714379368033
Old Town,2019,2,17.514291957868867
Old Town,2020,1,8.757145978934433
Old Town,2021,3,26.2714379368033
Old Town Triangle,2006,5,39.020816065891545
Old Town Triangle,2007,3,23.41248963953493
Old Town Triangle,2008,0,0
Old Town Triangle,2009,1,7.80416321317831
Old Town Triangle,2010,2,15.60832642635662
Old Town Triangle,2011,1,7.80416321317831
Old Town Triangle,2012,5,39.020816065891545
Old Town Triangle,2013,3,23.41248963953493
Old Town Triangle,2014,0,0
Old Town Triangle,2015,2,15.60832642635662
Old Town Triangle,2016,2,15.60832642635662
Old Town Triangle,2017,6,46.82497927906986
Old Town Triangle,2018,2,15.60832642635662
Old Town Triangle,2019,2,15.60832642635662
Old Town Triangle,2020,2,15.60832642635662
Old Town Triangle,2021,3,23.41248963953493
Palmer Square,2006,9,67.71719175952876
Palmer Square,2007,3,22.572397253176256
Palmer Square,2008,1,7.5241324177254185
Palmer Square,2009,0,0
Palmer Square,2010,1,7.5241324177254185
Palmer Square,2011,1,7.5241324177254185
Palmer Square,2012,6,45.14479450635251
Palmer Square,2013,1,7.5241324177254185
Palmer Square,2014,6,45.14479450635251
Palmer Square,2015,8,60.19305934180335
Palmer Square,2016,6,45.14479450635251
Palmer Square,2017,12,90.28958901270502
Palmer Square,2018,8,60.19305934180335
Palmer Square,2019,1,7.5241324177254185
Palmer Square,2020,4,30.096529670901674
Palmer Square,2021,2,15.048264835450837
Park Manor,2006,0,0
Park Manor,2007,1,26.904351378530084
Park Manor,2008,2,53.80870275706017
Park Manor,2009,0,0
Park Manor,2010,0,0
Park Manor,2011,0,0
Park Manor,2012,0,0
Park Manor,2013,0,0
Park Manor,2014,0,0
Park Manor,2015,0,0
Park Manor,2016,0,0
Park Manor,2017,0,0
Park Manor,2018,0,0
Park Manor,2019,0,0
Park Manor,2020,0,0
Park Manor,2021,0,0
Park West,2006,6,46.5570710647496
Park West,2007,10,77.59511844124933
Park West,2008,3,23.2785355323748
Park West,2009,0,0
Park West,2010,4,31.038047376499733
Park West,2011,5,38.79755922062466
Park West,2012,5,38.79755922062466
Park West,2013,6,46.5570710647496
Park West,2014,4,31.038047376499733
Park West,2015,3,23.2785355323748
Park West,2016,3,23.2785355323748
Park West,2017,3,23.2785355323748
Park West,2018,3,23.2785355323748
Park West,2019,3,23.2785355323748
Park West,2020,4,31.038047376499733
Park West,2021,1,7.759511844124933
Parkview,2006,0,0
Parkview,2007,2,247.45048427772207
Parkview,2008,0,0
Parkview,2009,0,0
Parkview,2010,0,0
Parkview,2011,0,0
Parkview,2012,0,0
Parkview,2013,0,0
Parkview,2014,0,0
Parkview,2015,0,0
Parkview,2016,0,0
Parkview,2017,0,0
Parkview,2018,0,0
Parkview,2019,0,0
Parkview,2020,3,371.17572641658313
Parkview,2021,0,0
Peterson Park,2006,0,0
Peterson Park,2007,0,0
Peterson Park,2008,0,0
Peterson Park,2009,0,0
Peterson Park,2010,0,0
Peterson Park,2011,0,0
Peterson Park,2012,0,0
Peterson Park,2013,0,0
Peterson Park,2014,0,0
Peterson Park,2015,0,0
Peterson Park,2016,0,0
Peterson Park,2017,0,0
Peterson Park,2018,0,0
Peterson Park,2019,0,0
Peterson Park,2020,1,351.3644885951359
Peterson Park,2021,0,0
pilsen,2006,10,23.05546596369259
pilsen,2007,11,25.36101256006185
pilsen,2008,3,6.916639789107777
pilsen,2009,4,9.222186385477038
pilsen,2010,0,0
pilsen,2011,0,0
pilsen,2012,2,4.611093192738519
pilsen,2013,6,13.833279578215555
pilsen,2014,4,9.222186385477038
pilsen,2015,4,9.222186385477038
pilsen,2016,14,32.27765234916963
pilsen,2017,17,39.194292138277405
pilsen,2018,10,23.05546596369259
pilsen,2019,17,39.194292138277405
pilsen,2020,10,23.05546596369259
pilsen,2021,11,25.36101256006185
Pilsen,2006,1,64.25945879509361
Pilsen,2007,0,0
Pilsen,2008,0,0
Pilsen,2009,0,0
Pilsen,2010,0,0
Pilsen,2011,0,0
Pilsen,2012,1,64.25945879509361
Pilsen,2013,0,0
Pilsen,2014,1,64.25945879509361
Pilsen,2015,0,0
Pilsen,2016,2,128.51891759018721
Pilsen,2017,0,0
Pilsen,2018,2,128.51891759018721
Pilsen,2019,1,64.25945879509361
Pilsen,2020,0,0
Pilsen,2021,1,64.25945879509361
Portage Park,2006,2,45.36736398561188
Portage Park,2007,1,22.68368199280594
Portage Park,2008,0,0
Portage Park,2009,0,0
Portage Park,2010,0,0
Portage Park,2011,0,0
Portage Park,2012,1,22.68368199280594
Portage Park,2013,0,0
Portage Park,2014,0,0
Portage Park,2015,1,22.68368199280594
Portage Park,2016,0,0
Portage Park,2017,1,22.68368199280594
Portage Park,2018,0,0
Portage Park,2019,0,0
Portage Park,2020,1,22.68368199280594
Portage Park,2021,0,0
Ranch Triangle,2006,9,94.70187746626563
Ranch Triangle,2007,8,84.17944663668055
Ranch Triangle,2008,8,84.17944663668055
Ranch Triangle,2009,2,21.044861659170138
Ranch Triangle,2010,6,63.134584977510414
Ranch Triangle,2011,4,42.089723318340276
Ranch Triangle,2012,4,42.089723318340276
Ranch Triangle,2013,7,73.65701580709549
Ranch Triangle,2014,8,84.17944663668055
Ranch Triangle,2015,3,31.567292488755207
Ranch Triangle,2016,3,31.567292488755207
Ranch Triangle,2017,6,63.134584977510414
Ranch Triangle,2018,7,73.65701580709549
Ranch Triangle,2019,6,63.134584977510414
Ranch Triangle,2020,2,21.044861659170138
Ranch Triangle,2021,6,63.134584977510414
Ravenswood,2006,4,62.450458712658325
Ravenswood,2007,3,46.83784403449374
Ravenswood,2008,1,15.612614678164581
Ravenswood,2009,1,15.612614678164581
Ravenswood,2010,0,0
Ravenswood,2011,1,15.612614678164581
Ravenswood,2012,1,15.612614678164581
Ravenswood,2013,1,15.612614678164581
Ravenswood,2014,1,15.612614678164581
Ravenswood,2015,1,15.612614678164581
Ravenswood,2016,1,15.612614678164581
Ravenswood,2017,0,0
Ravenswood,2018,1,15.612614678164581
Ravenswood,2019,3,46.83784403449374
Ravenswood,2020,0,0
Ravenswood,2021,5,78.06307339082291
River West,2006,2,282.5289897341131
River West,2007,0,0
River West,2008,0,0
River West,2009,0,0
River West,2010,0,0
River West,2011,0,0
River West,2012,0,0
River West,2013,0,0
River West,2014,0,0
River West,2015,0,0
River West,2016,0,0
River West,2017,0,0
River West,2018,0,0
River West,2019,0,0
River West,2020,0,0
River West,2021,0,0
Rogers Park,2006,9,12.295875121113504
Rogers Park,2007,3,4.098625040371168
Rogers Park,2008,2,2.7324166935807783
Rogers Park,2009,1,1.3662083467903892
Rogers Park,2010,2,2.7324166935807783
Rogers Park,2011,3,4.098625040371168
Rogers Park,2012,2,2.7324166935807783
Rogers Park,2013,1,1.3662083467903892
Rogers Park,2014,2,2.7324166935807783
Rogers Park,2015,1,1.3662083467903892
Rogers Park,2016,2,2.7324166935807783
Rogers Park,2017,0,0
Rogers Park,2018,2,2.7324166935807783
Rogers Park,2019,3,4.098625040371168
Rogers Park,2020,0,0
Rogers Park,2021,1,1.3662083467903892
Roscoe Village,2006,3,119.91613871028518
Roscoe Village,2007,3,119.91613871028518
Roscoe Village,2008,1,39.97204623676173
Roscoe Village,2009,0,0
Roscoe Village,2010,0,0
Roscoe Village,2011,0,0
Roscoe Village,2012,0,0
Roscoe Village,2013,0,0
Roscoe Village,2014,2,79.94409247352345
Roscoe Village,2015,2,79.94409247352345
Roscoe Village,2016,1,39.97204623676173
Roscoe Village,2017,1,39.97204623676173
Roscoe Village,2018,3,119.91613871028518
Roscoe Village,2019,2,79.94409247352345
Roscoe Village,2020,0,0
Roscoe Village,2021,2,79.94409247352345
Roseland,2006,4,16.425292427291193
Roseland,2007,4,16.425292427291193
Roseland,2008,1,4.106323106822798
Roseland,2009,0,0
Roseland,2010,0,0
Roseland,2011,1,4.106323106822798
Roseland,2012,0,0
Roseland,2013,0,0
Roseland,2014,0,0
Roseland,2015,0,0
Roseland,2016,0,0
Roseland,2017,0,0
Roseland,2018,0,0
Roseland,2019,2,8.212646213645597
Roseland,2020,0,0
Roseland,2021,0,0
Rosemoor,2006,0,0
Rosemoor,2007,6,23.850940755798792
Rosemoor,2008,0,0
Rosemoor,2009,0,0
Rosemoor,2010,0,0
Rosemoor,2011,0,0
Rosemoor,2012,0,0
Rosemoor,2013,0,0
Rosemoor,2014,0,0
Rosemoor,2015,0,0
Rosemoor,2016,0,0
Rosemoor,2017,0,0
Rosemoor,2018,0,0
Rosemoor,2019,0,0
Rosemoor,2020,0,0
Rosemoor,2021,1,3.975156792633132
Schorsch Village,2006,2,124.14926777177152
Schorsch Village,2007,1,62.07463388588576
Schorsch Village,2008,0,0
Schorsch Village,2009,0,0
Schorsch Village,2010,0,0
Schorsch Village,2011,0,0
Schorsch Village,2012,0,0
Schorsch Village,2013,0,0
Schorsch Village,2014,0,0
Schorsch Village,2015,0,0
Schorsch Village,2016,0,0
Schorsch Village,2017,0,0
Schorsch Village,2018,0,0
Schorsch Village,2019,0,0
Schorsch Village,2020,0,0
Schorsch Village,2021,0,0
Sheffield Neighbors,2006,14,65.06319604563456
Sheffield Neighbors,2007,6,27.884226876700524
Sheffield Neighbors,2008,7,32.53159802281728
Sheffield Neighbors,2009,6,27.884226876700524
Sheffield Neighbors,2010,4,18.589484584467016
Sheffield Neighbors,2011,12,55.76845375340105
Sheffield Neighbors,2012,8,37.17896916893403
Sheffield Neighbors,2013,8,37.17896916893403
Sheffield Neighbors,2014,12,55.76845375340105
Sheffield Neighbors,2015,25,116.18427865291885
Sheffield Neighbors,2016,18,83.65268063010157
Sheffield Neighbors,2017,13,60.4158248995178
Sheffield Neighbors,2018,5,23.23685573058377
Sheffield Neighbors,2019,7,32.53159802281728
Sheffield Neighbors,2020,5,23.23685573058377
Sheffield Neighbors,2021,11,51.12108260728429
Sheridan Park,2006,2,17.758573403889706
Sheridan Park,2007,1,8.879286701944853
Sheridan Park,2008,0,0
Sheridan Park,2009,0,0
Sheridan Park,2010,0,0
Sheridan Park,2011,0,0
Sheridan Park,2012,0,0
Sheridan Park,2013,0,0
Sheridan Park,2014,0,0
Sheridan Park,2015,0,0
Sheridan Park,2016,2,17.758573403889706
Sheridan Park,2017,0,0
Sheridan Park,2018,0,0
Sheridan Park,2019,0,0
Sheridan Park,2020,0,0
Sheridan Park,2021,1,8.879286701944853
South Austin,2006,5,7.9132491513906444
South Austin,2007,9,14.24384847250316
South Austin,2008,2,3.1652996605562578
South Austin,2009,2,3.1652996605562578
South Austin,2010,1,1.5826498302781289
South Austin,2011,0,0
South Austin,2012,1,1.5826498302781289
South Austin,2013,1,1.5826498302781289
South Austin,2014,1,1.5826498302781289
South Austin,2015,1,1.5826498302781289
South Austin,2016,2,3.1652996605562578
South Austin,2017,0,0
South Austin,2018,0,0
South Austin,2019,2,3.1652996605562578
South Austin,2020,4,6.3305993211125156
South Austin,2021,5,7.9132491513906444
South Chicago,2006,9,24.130092419628475
South Chicago,2007,4,10.724485519834879
South Chicago,2008,0,0
South Chicago,2009,1,2.6811213799587197
South Chicago,2010,1,2.6811213799587197
South Chicago,2011,0,0
South Chicago,2012,0,0
South Chicago,2013,0,0
South Chicago,2014,1,2.6811213799587197
South Chicago,2015,1,2.6811213799587197
South Chicago,2016,1,2.6811213799587197
South Chicago,2017,1,2.6811213799587197
South Chicago,2018,0,0
