neighborhood,year,n_permits,permits_per_sm,treatment
Humboldt Park,2014,6,37.28507349369882,0
Humboldt Park,2015,8,49.71343132493176,0
Humboldt Park,2016,7,43.49925240931529,0
Humboldt Park,2017,5,31.07089457808235,0
Humboldt Park,2018,6,37.28507349369882,0
Humboldt Park,2019,5,31.07089457808235,0
Humboldt Park,2020,7,43.49925240931529,0
Humboldt Park,2021,6,37.28507349369882,0
Hyde Park,2006,3,8.467379412711972,0
Hyde Park,2007,1,2.822459804237324,0
Hyde Park,2008,5,14.11229902118662,0
Hyde Park,2009,2,5.644919608474648,0
Hyde Park,2010,1,2.822459804237324,0
Hyde Park,2011,2,5.644919608474648,0
Hyde Park,2012,0,0,0
Hyde Park,2013,0,0,0
Hyde Park,2014,1,2.822459804237324,0
Hyde Park,2015,0,0,0
Hyde Park,2016,0,0,0
Hyde Park,2017,0,0,0
Hyde Park,2018,3,8.467379412711972,0
Hyde Park,2019,2,5.644919608474648,0
Hyde Park,2020,0,0,0
Hyde Park,2021,1,2.822459804237324,0
Ida B. Wells / Darrow Homes,2006,0,0,0
Ida B. Wells / Darrow Homes,2007,8,126.11551986501252,0
Ida B. Wells / Darrow Homes,2008,8,126.11551986501252,0
Ida B. Wells / Darrow Homes,2009,0,0,0
Ida B. Wells / Darrow Homes,2010,0,0,0
Ida B. Wells / Darrow Homes,2011,4,63.05775993250626,0
Ida B. Wells / Darrow Homes,2012,0,0,0
Ida B. Wells / Darrow Homes,2013,0,0,0
Ida B. Wells / Darrow Homes,2014,0,0,0
Ida B. Wells / Darrow Homes,2015,0,0,0
Ida B. Wells / Darrow Homes,2016,0,0,0
Ida B. Wells / Darrow Homes,2017,0,0,0
Ida B. Wells / Darrow Homes,2018,0,0,0
Ida B. Wells / Darrow Homes,2019,0,0,0
Ida B. Wells / Darrow Homes,2020,0,0,0
Ida B. Wells / Darrow Homes,2021,0,0,0
Irving Park,2006,0,0,0
Irving Park,2007,0,0,0
Irving Park,2008,0,0,0
